InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
543371,21181,PLEASE ONE PERSON METAL SIGN,1,2011-02-07 14:53:00,2.1,14048,United Kingdom
543371,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-02-07 14:53:00,4.25,14048,United Kingdom
543371,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-02-07 14:53:00,1.25,14048,United Kingdom
543371,21866,UNION JACK FLAG LUGGAGE TAG,3,2011-02-07 14:53:00,1.25,14048,United Kingdom
543373,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-02-07 15:04:00,1.95,16945,United Kingdom
543374,85099F,JUMBO BAG STRAWBERRY,10,2011-02-07 15:05:00,1.95,16945,United Kingdom
543374,21930,JUMBO STORAGE BAG SKULLS,10,2011-02-07 15:05:00,1.95,16945,United Kingdom
543374,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-02-07 15:05:00,1.25,16945,United Kingdom
543374,22084,PAPER CHAIN KIT EMPIRE,6,2011-02-07 15:05:00,2.95,16945,United Kingdom
543377,22175,PINK OWL SOFT TOY,6,2011-02-07 15:14:00,2.95,13725,United Kingdom
543378,22189,CREAM HEART CARD HOLDER,504,2011-02-07 15:34:00,2.31,18102,United Kingdom
543382,21877,HOME SWEET HOME MUG,6,2011-02-07 16:21:00,1.25,14030,United Kingdom
543382,84050,PINK HEART SHAPE EGG FRYING PAN,2,2011-02-07 16:21:00,1.65,14030,United Kingdom
543382,85049D,BRIGHT BLUES RIBBONS ,2,2011-02-07 16:21:00,1.25,14030,United Kingdom
543382,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-02-07 16:21:00,0.29,14030,United Kingdom
543382,22760,"TRAY, BREAKFAST IN BED",1,2011-02-07 16:21:00,12.75,14030,United Kingdom
543382,22971,QUEENS GUARD COFFEE MUG,12,2011-02-07 16:21:00,2.55,14030,United Kingdom
543382,21873,IF YOU CAN'T STAND THE HEAT MUG,6,2011-02-07 16:21:00,1.25,14030,United Kingdom
543389,84849B,FAIRY SOAP SOAP HOLDER,1,2011-02-08 09:56:00,1.69,17841,United Kingdom
543389,22483,RED GINGHAM TEDDY BEAR ,1,2011-02-08 09:56:00,2.95,17841,United Kingdom
543391,85099B,JUMBO BAG RED RETROSPOT,10,2011-02-08 10:12:00,1.95,14475,United Kingdom
543392,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-02-08 10:15:00,0.42,16839,United Kingdom
543392,22666,RECIPE BOX PANTRY YELLOW DESIGN,48,2011-02-08 10:15:00,2.55,16839,United Kingdom
543394,84375,SET OF 20 KIDS COOKIE CUTTERS,144,2011-02-08 10:17:00,1.85,15797,United Kingdom
543395,22692,DOORMAT WELCOME TO OUR HOME,2,2011-02-08 10:17:00,7.95,13534,United Kingdom
543397,21826,EIGHT PIECE DINOSAUR SET,1,2011-02-08 10:32:00,1.25,17859,United Kingdom
543397,22820,GIFT BAG BIRTHDAY,36,2011-02-08 10:32:00,0.65,17859,United Kingdom
543397,16011,ANIMAL STICKERS,24,2011-02-08 10:32:00,0.21,17859,United Kingdom
543397,10124A,SPOTS ON RED BOOKCOVER TAPE,3,2011-02-08 10:32:00,0.42,17859,United Kingdom
543398,22595,GINGHAM HEART DECORATION,12,2011-02-08 10:47:00,0.85,16458,United Kingdom
543400,48173C,DOORMAT BLACK FLOCK ,3,2011-02-08 11:27:00,7.95,14688,United Kingdom
543400,20723,STRAWBERRY CHARLOTTE BAG,4,2011-02-08 11:27:00,0.85,14688,United Kingdom
543400,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-02-08 11:27:00,0.55,14688,United Kingdom
543400,21902,"KEY FOB , FRONT  DOOR ",2,2011-02-08 11:27:00,0.65,14688,United Kingdom
543413,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,2011-02-08 11:32:00,2.55,13098,United Kingdom
543428,21159,MOODY BOY  DOOR HANGER ,6,2011-02-08 11:36:00,1.45,17787,United Kingdom
543428,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-08 11:36:00,1.45,17787,United Kingdom
543428,21181,PLEASE ONE PERSON METAL SIGN,12,2011-02-08 11:36:00,2.1,17787,United Kingdom
543428,22297,HEART IVORY TRELLIS SMALL,12,2011-02-08 11:36:00,1.25,17787,United Kingdom
C543442,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,-3,2011-02-08 11:40:00,2.95,14911,EIRE
543447,20794,BLUE  TILE HOOK,8,2011-02-08 12:01:00,2.55,16265,United Kingdom
543447,48138,DOORMAT UNION FLAG,4,2011-02-08 12:01:00,7.95,16265,United Kingdom
543446,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,2011-02-08 12:01:00,3.95,15827,United Kingdom
543447,22630,DOLLY GIRL LUNCH BOX,12,2011-02-08 12:01:00,1.95,16265,United Kingdom
543446,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2011-02-08 12:01:00,14.95,15827,United Kingdom
543447,21354,TOAST ITS - BEST MUM,12,2011-02-08 12:01:00,1.25,16265,United Kingdom
543449,22486,PLASMATRONIC LAMP,4,2011-02-08 12:12:00,12.75,16553,United Kingdom
543449,22224,WHITE LOVEBIRD LANTERN,24,2011-02-08 12:12:00,2.95,16553,United Kingdom
543449,22470,HEART OF WICKER LARGE,12,2011-02-08 12:12:00,2.95,16553,United Kingdom
543452,22219,LOVEBIRD HANGING DECORATION WHITE ,12,2011-02-08 12:14:00,0.85,16037,United Kingdom
543452,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2011-02-08 12:14:00,2.55,16037,United Kingdom
543454,22795,SWEETHEART RECIPE BOOK STAND,1,2011-02-08 12:20:00,6.75,14527,United Kingdom
543454,79321,CHILLI LIGHTS,1,2011-02-08 12:20:00,5.75,14527,United Kingdom
543454,22625,RED KITCHEN SCALES,1,2011-02-08 12:20:00,8.5,14527,United Kingdom
543457,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,72,2011-02-08 12:47:00,1.69,17428,United Kingdom
543457,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-02-08 12:47:00,1.25,17428,United Kingdom
543458,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-02-08 13:28:00,2.55,14587,United Kingdom
543458,22384,LUNCH BAG PINK POLKADOT,1,2011-02-08 13:28:00,1.65,14587,United Kingdom
543459,22090,PAPER BUNTING RETROSPOT,6,2011-02-08 13:28:00,2.95,12599,France
543459,21086,SET/6 RED SPOTTY PAPER CUPS,24,2011-02-08 13:28:00,0.65,12599,France
543459,21746,SMALL RED RETROSPOT WINDMILL,12,2011-02-08 13:28:00,1.25,12599,France
543459,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-02-08 13:28:00,0.55,12599,France
543458,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-02-08 13:28:00,2.95,14587,United Kingdom
543458,20726,LUNCH BAG WOODLAND,2,2011-02-08 13:28:00,1.65,14587,United Kingdom
543462,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-02-08 13:39:00,1.69,17655,United Kingdom
543463,22318,FIVE HEART HANGING DECORATION,2,2011-02-08 14:06:00,2.95,15311,United Kingdom
543463,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,192,2011-02-08 14:06:00,1.06,15311,United Kingdom
543463,22241,GARLAND WOODEN HAPPY EASTER,12,2011-02-08 14:06:00,1.25,15311,United Kingdom
543463,22162,HEART GARLAND RUSTIC PADDED,1,2011-02-08 14:06:00,2.95,15311,United Kingdom
543463,15056BL,EDWARDIAN PARASOL BLACK,1,2011-02-08 14:06:00,5.95,15311,United Kingdom
543463,85187,S/12 MINI RABBIT EASTER,4,2011-02-08 14:06:00,1.65,15311,United Kingdom
543464,21218,RED SPOTTY BISCUIT TIN,24,2011-02-08 14:15:00,3.25,16779,United Kingdom
543466,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,2011-02-08 14:34:00,1.25,16713,United Kingdom
543466,21071,VINTAGE BILLBOARD DRINK ME MUG,12,2011-02-08 14:34:00,1.25,16713,United Kingdom
543466,22480,RED TEA TOWEL CLASSIC DESIGN,12,2011-02-08 14:34:00,1.25,16713,United Kingdom
543468,85066,CREAM SWEETHEART MINI CHEST,2,2011-02-08 14:45:00,12.75,14562,United Kingdom
543468,22671,FRENCH LAUNDRY SIGN BLUE METAL,4,2011-02-08 14:45:00,1.65,14562,United Kingdom
543468,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2011-02-08 14:45:00,2.95,14562,United Kingdom
543468,22231,JIGSAW TREE WITH BIRDHOUSE,4,2011-02-08 14:45:00,1.45,14562,United Kingdom
543468,20707,CRAZY DAISY HEART DECORATION,4,2011-02-08 14:45:00,1.25,14562,United Kingdom
C543469,21896,POTTING SHED TWINE,-1,2011-02-08 14:55:00,1.85,12709,Germany
543470,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-02-08 14:58:00,0.85,16951,United Kingdom
543470,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-02-08 14:58:00,0.85,16951,United Kingdom
543470,22813,PACK 3 BOXES BIRD PANNETONE ,12,2011-02-08 14:58:00,1.95,16951,United Kingdom
543470,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-02-08 14:58:00,0.85,16951,United Kingdom
543470,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-02-08 14:58:00,2.1,16951,United Kingdom
543470,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-02-08 14:58:00,0.42,16951,United Kingdom
543470,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-02-08 14:58:00,0.29,16951,United Kingdom
543470,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-02-08 14:58:00,1.25,16951,United Kingdom
543470,21224,SET/4 SKULL BADGES,10,2011-02-08 14:58:00,1.25,16951,United Kingdom
543470,22606,WOODEN SKITTLES GARDEN SET,3,2011-02-08 14:58:00,15.95,16951,United Kingdom
543470,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-02-08 14:58:00,1.45,16951,United Kingdom
543474,20685,DOORMAT RED RETROSPOT,2,2011-02-08 15:09:00,7.95,14415,United Kingdom
543474,20726,LUNCH BAG WOODLAND,5,2011-02-08 15:09:00,1.65,14415,United Kingdom
543474,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2,2011-02-08 15:09:00,4.65,14415,United Kingdom
543474,85099B,JUMBO BAG RED RETROSPOT,3,2011-02-08 15:09:00,1.95,14415,United Kingdom
543474,22386,JUMBO BAG PINK POLKADOT,6,2011-02-08 15:09:00,1.95,14415,United Kingdom
543474,21733,RED HANGING HEART T-LIGHT HOLDER,7,2011-02-08 15:09:00,2.95,14415,United Kingdom
543474,21539,RED RETROSPOT BUTTER DISH,1,2011-02-08 15:09:00,4.95,14415,United Kingdom
543474,22382,LUNCH BAG SPACEBOY DESIGN ,3,2011-02-08 15:09:00,1.65,14415,United Kingdom
543474,84849D,HOT BATHS SOAP HOLDER,5,2011-02-08 15:09:00,1.69,14415,United Kingdom
543474,21181,PLEASE ONE PERSON METAL SIGN,5,2011-02-08 15:09:00,2.1,14415,United Kingdom
543474,22469,HEART OF WICKER SMALL,8,2011-02-08 15:09:00,1.65,14415,United Kingdom
543474,20725,LUNCH BAG RED RETROSPOT,5,2011-02-08 15:09:00,1.65,14415,United Kingdom
543476,22423,REGENCY CAKESTAND 3 TIER,3,2011-02-08 15:24:00,12.75,13050,United Kingdom
543476,22854,CREAM SWEETHEART EGG HOLDER,4,2011-02-08 15:24:00,4.95,13050,United Kingdom
543476,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-02-08 15:24:00,1.25,13050,United Kingdom
543476,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-02-08 15:24:00,2.95,13050,United Kingdom
543477,21447,12 IVORY ROSE PEG PLACE SETTINGS,12,2011-02-08 15:30:00,1.25,17315,United Kingdom
543478,21175,GIN + TONIC DIET METAL SIGN,48,2011-02-08 15:38:00,2.08,13798,United Kingdom
543478,20685,DOORMAT RED RETROSPOT,10,2011-02-08 15:38:00,6.75,13798,United Kingdom
543481,21539,RED RETROSPOT BUTTER DISH,1,2011-02-08 16:25:00,4.95,14606,United Kingdom
543481,22465,HANGING METAL STAR LANTERN,2,2011-02-08 16:25:00,1.65,14606,United Kingdom
543482,22927,GREEN GIANT GARDEN THERMOMETER,1,2011-02-08 17:16:00,5.95,17881,United Kingdom
543482,84927D,LA PALMIERA TILE HOOK,5,2011-02-08 17:16:00,2.1,17881,United Kingdom
543483,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-02-09 09:10:00,1.69,18075,United Kingdom
543484,22520,CHILDS GARDEN TROWEL BLUE ,12,2011-02-09 10:11:00,0.85,12721,France
543484,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-02-09 10:11:00,1.95,12721,France
543484,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-02-09 10:11:00,9.95,12721,France
543484,21746,SMALL RED RETROSPOT WINDMILL,12,2011-02-09 10:11:00,1.25,12721,France
543484,21749,LARGE RED RETROSPOT WINDMILL,6,2011-02-09 10:11:00,2.1,12721,France
543484,22492,MINI PAINT SET VINTAGE ,36,2011-02-09 10:11:00,0.65,12721,France
543484,POST,POSTAGE,3,2011-02-09 10:11:00,18.0,12721,France
543484,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-02-09 10:11:00,0.65,12721,France
543486,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,2011-02-09 10:24:00,3.95,13319,United Kingdom
543486,22846,BREAD BIN DINER STYLE RED ,2,2011-02-09 10:24:00,16.95,13319,United Kingdom
543486,22090,PAPER BUNTING RETROSPOT,6,2011-02-09 10:24:00,2.95,13319,United Kingdom
543486,79321,CHILLI LIGHTS,4,2011-02-09 10:24:00,5.75,13319,United Kingdom
543486,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-02-09 10:24:00,2.95,13319,United Kingdom
543486,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-09 10:24:00,1.45,13319,United Kingdom
543486,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2011-02-09 10:24:00,4.65,13319,United Kingdom
543487,22961,JAM MAKING SET PRINTED,12,2011-02-09 10:25:00,1.45,13319,United Kingdom
543492,22040,BOTANICAL ROSE GIFT WRAP,25,2011-02-09 10:41:00,0.42,12720,Germany
543507,21213,PACK OF 72 SKULL CAKE CASES,2,2011-02-09 10:49:00,0.55,15039,United Kingdom
543507,21462,"NURSERY A,B,C PAINTED LETTERS",1,2011-02-09 10:49:00,6.75,15039,United Kingdom
543507,22435,SET OF 9 HEART SHAPED BALLOONS,20,2011-02-09 10:49:00,1.25,15039,United Kingdom
543507,22343,PARTY PIZZA DISH RED RETROSPOT,6,2011-02-09 10:49:00,0.85,15039,United Kingdom
543507,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,4,2011-02-09 10:49:00,1.25,15039,United Kingdom
543507,21754,HOME BUILDING BLOCK WORD,1,2011-02-09 10:49:00,5.95,15039,United Kingdom
543507,21931,JUMBO STORAGE BAG SUKI,20,2011-02-09 10:49:00,1.95,15039,United Kingdom
543519,21242,RED RETROSPOT PLATE ,24,2011-02-09 11:38:00,1.69,17083,United Kingdom
543519,20675,BLUE POLKADOT BOWL,36,2011-02-09 11:38:00,1.25,17083,United Kingdom
543523,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,12,2011-02-09 12:07:00,0.85,12971,United Kingdom
543527,20725,LUNCH BAG RED RETROSPOT,10,2011-02-09 12:08:00,1.65,15970,United Kingdom
543527,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,12,2011-02-09 12:08:00,4.15,15970,United Kingdom
543529,22469,HEART OF WICKER SMALL,9,2011-02-09 12:16:00,1.65,18109,United Kingdom
543534,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-02-09 13:25:00,0.55,13590,United Kingdom
543534,21915,RED  HARMONICA IN BOX ,12,2011-02-09 13:25:00,1.25,13590,United Kingdom
543535,85040A,S/4 PINK FLOWER CANDLES IN BOWL,4,2011-02-09 13:37:00,1.65,17537,United Kingdom
543535,82582,AREA PATROLLED METAL SIGN,1,2011-02-09 13:37:00,2.1,17537,United Kingdom
543535,21124,SET/10 BLUE POLKADOT PARTY CANDLES,2,2011-02-09 13:37:00,1.25,17537,United Kingdom
543535,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-02-09 13:37:00,5.95,17537,United Kingdom
543535,90200D,PINK SWEETHEART BRACELET,1,2011-02-09 13:37:00,4.25,17537,United Kingdom
543535,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,16,2011-02-09 13:37:00,1.49,17537,United Kingdom
543535,82551,LAUNDRY 15C METAL SIGN,1,2011-02-09 13:37:00,1.45,17537,United Kingdom
543535,22759,SET OF 3 NOTEBOOKS IN PARCEL,24,2011-02-09 13:37:00,1.65,17537,United Kingdom
543535,22113,GREY HEART HOT WATER BOTTLE,1,2011-02-09 13:37:00,3.75,17537,United Kingdom
543535,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,2011-02-09 13:37:00,0.18,17537,United Kingdom
543535,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1,2011-02-09 13:37:00,1.25,17537,United Kingdom
543535,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-02-09 13:37:00,2.95,17537,United Kingdom
543535,90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,1,2011-02-09 13:37:00,4.25,17537,United Kingdom
543535,22927,GREEN GIANT GARDEN THERMOMETER,1,2011-02-09 13:37:00,5.95,17537,United Kingdom
543538,84763,ZINC FINISH 15CM PLANTER POTS,12,2011-02-09 13:57:00,1.25,16143,United Kingdom
543538,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-02-09 13:57:00,2.95,16143,United Kingdom
543538,47566B,TEA TIME PARTY BUNTING,4,2011-02-09 13:57:00,4.95,16143,United Kingdom
543538,21239,PINK  POLKADOT CUP,8,2011-02-09 13:57:00,0.85,16143,United Kingdom
543538,47567B,TEA TIME KITCHEN APRON,6,2011-02-09 13:57:00,5.95,16143,United Kingdom
543539,22426,ENAMEL WASH BOWL CREAM,32,2011-02-09 14:18:00,2.95,17757,United Kingdom
543540,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-02-09 14:44:00,1.65,17412,United Kingdom
543540,22384,LUNCH BAG PINK POLKADOT,10,2011-02-09 14:44:00,1.65,17412,United Kingdom
543540,20725,LUNCH BAG RED RETROSPOT,10,2011-02-09 14:44:00,1.65,17412,United Kingdom
543542,22498,WOODEN REGATTA BUNTING,3,2011-02-09 15:25:00,5.95,16607,United Kingdom
543542,22616,PACK OF 12 LONDON TISSUES ,24,2011-02-09 15:25:00,0.29,16607,United Kingdom
543542,22052,VINTAGE CARAVAN GIFT WRAP,25,2011-02-09 15:25:00,0.42,16607,United Kingdom
543542,23231,WRAP DOILEY DESIGN,25,2011-02-09 15:25:00,0.42,16607,United Kingdom
543543,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2011-02-09 15:33:00,2.95,17843,United Kingdom
543543,22474,SPACEBOY TV DINNER TRAY,1,2011-02-09 15:33:00,4.95,17843,United Kingdom
543543,85020,ROUND PINK HEART MIRROR,2,2011-02-09 15:33:00,2.1,17843,United Kingdom
543543,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,5,2011-02-09 15:33:00,1.25,17843,United Kingdom
543543,22271,FELTCRAFT DOLL ROSIE,1,2011-02-09 15:33:00,2.95,17843,United Kingdom
543543,20984,12 PENCILS TALL TUBE POSY,1,2011-02-09 15:33:00,0.85,17843,United Kingdom
543547,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-02-09 16:57:00,2.95,17358,United Kingdom
543547,22188,BLACK HEART CARD HOLDER,1,2011-02-09 16:57:00,3.95,17358,United Kingdom
543547,22988,SOLDIERS EGG CUP ,12,2011-02-09 16:57:00,1.25,17358,United Kingdom
543547,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-02-09 16:57:00,4.95,17358,United Kingdom
543547,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-02-09 16:57:00,5.95,17358,United Kingdom
543547,20828,GLITTER BUTTERFLY CLIPS,2,2011-02-09 16:57:00,2.55,17358,United Kingdom
543548,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2011-02-10 09:21:00,2.95,13706,United Kingdom
543548,22919,HERB MARKER MINT,12,2011-02-10 09:21:00,0.65,13706,United Kingdom
543548,21136,PAINTED METAL PEARS ASSORTED,8,2011-02-10 09:21:00,1.69,13706,United Kingdom
543548,22285,HANGING HEN ON NEST DECORATION,12,2011-02-10 09:21:00,1.65,13706,United Kingdom
543548,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,6,2011-02-10 09:21:00,2.95,13706,United Kingdom
543553,21498,RED RETROSPOT WRAP ,25,2011-02-10 10:08:00,0.42,16359,United Kingdom
543553,85053,FRENCH ENAMEL CANDLEHOLDER,6,2011-02-10 10:08:00,2.1,16359,United Kingdom
543553,21495,SKULLS AND CROSSBONES WRAP,25,2011-02-10 10:08:00,0.42,16359,United Kingdom
543554,22667,RECIPE BOX RETROSPOT ,6,2011-02-10 10:17:00,2.95,14733,United Kingdom
543554,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-02-10 10:17:00,2.95,14733,United Kingdom
543555,22624,IVORY KITCHEN SCALES,2,2011-02-10 10:18:00,8.5,17686,United Kingdom
543555,22692,DOORMAT WELCOME TO OUR HOME,4,2011-02-10 10:18:00,7.95,17686,United Kingdom
543555,22986,GINGHAM ROSE WRAP,25,2011-02-10 10:18:00,0.42,17686,United Kingdom
543555,22962,JAM JAR WITH PINK LID,12,2011-02-10 10:18:00,0.85,17686,United Kingdom
543555,22470,HEART OF WICKER LARGE,12,2011-02-10 10:18:00,2.95,17686,United Kingdom
543555,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-02-10 10:18:00,3.95,17686,United Kingdom
543555,22197,SMALL POPCORN HOLDER,24,2011-02-10 10:18:00,0.85,17686,United Kingdom
543555,22961,JAM MAKING SET PRINTED,12,2011-02-10 10:18:00,1.45,17686,United Kingdom
543555,22192,BLUE DINER WALL CLOCK,2,2011-02-10 10:18:00,8.5,17686,United Kingdom
543555,22502,PICNIC BASKET WICKER SMALL,4,2011-02-10 10:18:00,5.95,17686,United Kingdom
543555,48194,DOORMAT HEARTS,4,2011-02-10 10:18:00,7.95,17686,United Kingdom
543555,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-02-10 10:18:00,1.25,17686,United Kingdom
543565,21166,COOK WITH WINE METAL SIGN ,12,2011-02-10 10:40:00,2.08,14431,United Kingdom
543565,22961,JAM MAKING SET PRINTED,12,2011-02-10 10:40:00,1.45,14431,United Kingdom
543565,21175,GIN + TONIC DIET METAL SIGN,12,2011-02-10 10:40:00,2.55,14431,United Kingdom
543565,22499,WOODEN UNION JACK BUNTING,6,2011-02-10 10:40:00,5.95,14431,United Kingdom
543586,22781,GUMBALL MAGAZINE RACK,2,2011-02-10 11:16:00,7.65,15809,United Kingdom
543586,22090,PAPER BUNTING RETROSPOT,6,2011-02-10 11:16:00,2.95,15809,United Kingdom
543587,22704,WRAP RED APPLES ,25,2011-02-10 11:39:00,0.42,12561,Germany
543587,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-02-10 11:39:00,2.1,12561,Germany
543587,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-02-10 11:39:00,2.95,12561,Germany
543587,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2011-02-10 11:39:00,3.25,12561,Germany
543588,22550,HOLIDAY FUN LUDO,216,2011-02-10 11:40:00,3.39,17381,United Kingdom
543590,84801A,PINK HYDRANGEA ART FLOWER,6,2011-02-10 11:44:00,2.1,17377,United Kingdom
543590,22030,SWALLOWS GREETING CARD,12,2011-02-10 11:44:00,0.42,17377,United Kingdom
543590,22587,FELTCRAFT HAIRBAND RED AND BLUE,1,2011-02-10 11:44:00,0.85,17377,United Kingdom
543591,22777,GLASS CLOCHE LARGE,2,2011-02-10 11:46:00,8.5,13854,United Kingdom
543592,21889,WOODEN BOX OF DOMINOES,5,2011-02-10 11:57:00,1.25,17243,United Kingdom
543592,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-02-10 11:57:00,7.95,17243,United Kingdom
543592,22055,MINI CAKE STAND  HANGING STRAWBERY,7,2011-02-10 11:57:00,1.65,17243,United Kingdom
543593,47566,PARTY BUNTING,30,2011-02-10 12:13:00,4.95,14465,United Kingdom
543593,21086,SET/6 RED SPOTTY PAPER CUPS,24,2011-02-10 12:13:00,0.65,14465,United Kingdom
543593,21094,SET/6 RED SPOTTY PAPER PLATES,24,2011-02-10 12:13:00,0.85,14465,United Kingdom
543594,22813,PACK 3 BOXES BIRD PANNETONE ,24,2011-02-10 12:15:00,1.95,18093,United Kingdom
543596,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-02-10 12:21:00,0.85,14898,United Kingdom
543596,22296,HEART IVORY TRELLIS LARGE,12,2011-02-10 12:21:00,1.65,14898,United Kingdom
543597,22458,CAST IRON HOOK GARDEN FORK,8,2011-02-10 12:32:00,2.55,12857,United Kingdom
543597,21693,SMALL HAMMERED SILVER CANDLEPOT ,8,2011-02-10 12:32:00,2.95,12857,United Kingdom
543597,22961,JAM MAKING SET PRINTED,12,2011-02-10 12:32:00,1.45,12857,United Kingdom
543597,21272,SALLE DE BAIN HOOK,12,2011-02-10 12:32:00,1.25,12857,United Kingdom
543597,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-02-10 12:32:00,2.95,12857,United Kingdom
543597,22341,LOVE GARLAND PAINTED ZINC ,12,2011-02-10 12:32:00,1.65,12857,United Kingdom
543598,82551,LAUNDRY 15C METAL SIGN,12,2011-02-10 13:06:00,1.45,18230,United Kingdom
543598,82580,BATHROOM METAL SIGN,12,2011-02-10 13:06:00,0.55,18230,United Kingdom
543598,82001S,VINYL RECORD FRAME SILVER,6,2011-02-10 13:06:00,3.75,18230,United Kingdom
543599,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2011-02-10 13:08:00,0.0,17560,United Kingdom
543600,21537,RED RETROSPOT PUDDING BOWL,1,2011-02-10 13:19:00,4.25,18168,United Kingdom
543600,20665,RED RETROSPOT PURSE ,2,2011-02-10 13:19:00,2.95,18168,United Kingdom
543600,21539,RED RETROSPOT BUTTER DISH,2,2011-02-10 13:19:00,4.95,18168,United Kingdom
543601,37446,MINI CAKE STAND WITH HANGING CAKES,8,2011-02-10 13:27:00,1.45,14560,United Kingdom
543601,22624,IVORY KITCHEN SCALES,2,2011-02-10 13:27:00,8.5,14560,United Kingdom
543601,22625,RED KITCHEN SCALES,2,2011-02-10 13:27:00,8.5,14560,United Kingdom
543602,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-02-10 13:34:00,2.95,15570,United Kingdom
543602,22435,SET OF 9 HEART SHAPED BALLOONS,5,2011-02-10 13:34:00,1.25,15570,United Kingdom
543602,22487,WHITE WOOD GARDEN PLANT LADDER,2,2011-02-10 13:34:00,9.95,15570,United Kingdom
543602,84050,PINK HEART SHAPE EGG FRYING PAN,2,2011-02-10 13:34:00,1.65,15570,United Kingdom
543604,21717,EASTER TIN BUCKET,8,2011-02-10 13:54:00,2.55,16558,United Kingdom
C543605,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,2011-02-10 14:11:00,8.95,13110,United Kingdom
C543606,22963,JAM JAR WITH GREEN LID,-1,2011-02-10 14:13:00,0.85,14665,United Kingdom
